filename,anno_id,category,gt_text,ocr_text,similarity,timestamp
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,12,text_block,기술분석,기술분석,1.0,1773889169.1298358
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,13,text_block,재무분석,재무분석,1.0,1773889169.1451693
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,14,text_block,주요 변동사항 및 전망,주요 변동사항 및 전망,1.0,1773889169.1864588
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,16,text_block,작 성 기 관,작성기관,0.7272727272727273,1773889169.203057
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,17,text_block,NICE평가정보(주),NICE평가정보(주),1.0,1773889169.2338247
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,18,text_block,작 성 자,작 성 자,1.0,1773889169.2487109
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,19,text_block,김태우 전문연구원,김태우 전문연구원,1.0,1773889169.2814405
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,20,text_block,"■ 본 보고서는 「코스닥 시장 활성화를 통한 자본시장 혁신방안」의 일환으로 코스닥 기업에 대 한 투자정보 확충을 위해, 한국거래소와 한국예탁결제원의 후원을 받아 한국IR협의회가 기술 신용평가기관에 발주하여 작성한 것입니다. ■ 본 보고서는 투자 의사결정을 위한 참고용으로만 제공되는 것이므로, 투자자 자신의 판단과 책임하에 종목선택이나 투자시기에 대한 최종 결정을 하시기 바랍니다. 따라서 본 보고서를 활용한 어떠한 의사결정에 대해서도 본회와 작성기관은 일체의 책임을 지지 않습니다. ■ 본 보고서의 요약영상은 유튜브로도 시청 가능하며, 영상편집 일정에 따라 현재 시점에서 미 게재 상태일 수 있습니다. ■ 카카오톡에서 ""한국IR협의회"" 채널을 추가하시면 매주 보고서 발간 소식을 안내 받으실 수 있습니다. ■ 본 보고서에 대한 자세한 문의는 작성기관(TEL.02-2124-6822)으로 연락주시기 바랍니다. ","본 보고서는 코스닥 시장 활성화틀 통한   자본시장 학신방안 의 일환으로 코스닥 기업에 대 한 투자정보   확충올 위해, 한국거래소와  한국예탁결제원의 후원올 받아 한국R협의회가  기술 신용평가기관에 발주하여 작성한 것입니다. 본 보고서는  투자 의사결정올 위한  참고용으로만   제공되논  것이므로 투자자   자신의 판단과 책임하에   종목선택이나  투자시기에   대한   최종   결정올 하시기 바람니다. 따라서 본 보고서지 활용한 어떠한 의사결정에 대해서도 본회와 작성기관은 일체의 책임올 지지 안습니다. 본 보고서의 요악영상은 유튜브로도 시청 가능하다, 영상편집 일정에 따라 현재 시점에서 미 게재 상태일 수 있습니다. 카카오특에서 '한국R협의회"" 채널올   추가하시면 매주 보고서 발간 소식올 안내 받으실 있습니다: 본 보고서에 대한 자세한 문의는 작성기관(TEL.02-2724-6822)으로 연락주시기 바람니다:",0.9078947368421053,1773889169.9565449
CB00003_00001_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,22,text_block,한국IR협의회,한국R협의회,0.9230769230769231,1773889169.9878223
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,1,header,에프앤가이드(064850),에프언가이드(064850),0.9285714285714286,1773889170.0698805
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,2,title,에프앤가이드(064850),에프9가이드[064850),0.8571428571428572,1773889170.1111808
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,3,text_block,종합금융정보 제공 전문기업,종합금움정보 제공 전문기업,0.9285714285714286,1773889170.14781
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,6,text_block,■ 데이터 기반의 금융정보서비스 전문기업,데이터 기반의 금움정보서비스 전문기업,0.9047619047619048,1773889170.2028425
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,7,text_block,"에프앤가이드(이하 동사)는 종합금융정보 제공 전문기업으로 금융시장에서 필요로 하는 모든 정형데이터 및 정보의 수집/구축/가공을 수행하여 금융정 보를 제공하고 있다. 동사에서 제공하는 종합리서치 플랫폼 및 데이터 분석 툴로는 FnGuide, WiseReport, DataGuide, QuantiWise, FnSpace 등이 있 다. 동사는 통합DB, 메타 데이터 등의 금융정보를 다양한 가공기술을 활용 하여, 이용자가 필요로 하는 정보로 구성 및 일목요연한 화면으로 제공하고 있다.","에프안가이드 (이하 동사) 눈   종합금움정보 제공 전문기업으로 금움시장에서 필요로   하는 모든   정형데이터 및   정보의 수집 /구축/가공을   수행하여 금움정 보틀   제공하고 있다. 동사에서 제공하는   종합리서치 플렉픔 및 데이터 분석 둘로는 FnGuide, WiseReport, DataGuide, QuantiWise FnSpace 등이 잎 다. 동사는 통합DB, 메타 데이터 등의 금움정보름   다양하   가공기술올   활용 하여 이용자가 필요로 하는   정보로 구성 및 일목요연한 화면으로   제공하고 있다 .",0.896797153024911,1773889170.5778434
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,8,text_block,■ 선진 사례로 증명된 금융정보서비스 시장의 성장,선진 사례로 증명된 금움정보서비스 시장의 성장,0.9230769230769231,1773889170.6302958
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,9,text_block,금융정보서비스 사업은 다른 온라인 비즈니스와는 달리 대규모의 자본과 시 간 투입하여 정확도 높은 서비스를 위한 데이터 축적 및 검증이 필요하다.,금움정보서비스 사업은 다른  온라인   비즈니스와는 달리 대규모의 자본과 시 간   투입하여 정확도   높은   서비스트   위한   데이터   축적   및   검종이 필요하다.,0.8603351955307262,1773889170.7358062
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,10,text_block,"미국 등 선진금융시장에서는 100여 년의 역사를 통해 이미 시장의 수요와 수익성이 검증되었으며, 국내는 1990년대 말부터 금융시장이 시작되었다.",미국 등 선진금웅시장에서는 100여 년의 역사름 통해   이미 시장의 수요와 수의성이   검중되엇으며   국내는  1990년대 말부터  금움시장이   시작되없다.,0.8538011695906433,1773889170.8547163
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,11,text_block,"동 사업은 지면 또는 유선의 방식을 통한 유통에서 온라인 방식의 유통으로 변화하였으며, IT기술의 발전을 통한 모바일 기기의 확산으로 유통 구조 변 화가 진행되고 있으며 경제 성장 및 금융산업의 성장과 함께 사업의 성장이 지속될 것으로 전망된다.","동   사업은 지면 또는  유선의   방식올   통한   유통에서 온라인 방식의 유통으로 변화하여으며, IT기술의 발전올  통한   모바일   기기의 확산으로 유통 구조 변 화가   진행되고 있으며 경제  성장  및 금움산업의 성장과   함께   사업의 성장이 지속월  것으로   전망되다.",0.8762541806020067,1773889171.0375636
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,12,text_block,■ 지속적 성장을 거듭하여 종합금융정보기업으로 도약,지속적 성장을 거듭하여 종합금움정보기업으로 도약,0.9259259259259259,1773889171.0845585
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,13,text_block,"동사는 데이터 조회 중심 리서치와 데이터 제공 서비스를 시작으로 펀드평 가, 인덱스, 자산평가 및 자산관리 등의 서비스를 추가하여 종합금융정보 서 비스 제공 기업으로 성장하고 있다. 동사는 지속적으로 신규 서비스를 기획 하여 출시하고 있으며, 마이데이터 사업자 지위 확보를 통한 종합자산관리 서비스 등 신성장동력 발굴에 힘쓰고 있다. 또한, 동사는 기존의 B2B 대상 의 사업에서 개인투자자를 대상으로 B2C 사업 영역을 확대해 나가고 있다.","동사는 데이터 조회   중심 리서치와 데이터 제공   서비스트 시작으로 편드평 가  인텍스   자신평가 및   자산관리 등의   서비스트 추가하여   종합금움정보 서 비스   제공   기업으로 성장하고 있다   동사는   지속적으로   신규   서비스트 기획 하여 출시하고 있으머, 마이데이터 사업자   지위 확보틀 통한   종합자산관리 서비스 등   신성장동력 발글에 힘쓰고 있다: 또한 , 동사는   기존의 B2B 대상 의 사업에서   개인투자자흘 대상으로 BPC 사업 영역올   확대해 나가고 있다:",0.8657844990548205,1773889171.431501
CB00003_00002_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,14,table_caption,요약 투자지표 (K-IFRS 개별 기준),요약 투자지표 (K-IFRS 개별 기준),1.0,1773889171.4708033
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,1,header,에프앤가이드(064850),에프언가이드(064850),0.9285714285714286,1773889171.553724
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,2,text_block,■ 인덱스,인덕스,0.5,1773889171.5833972
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,3,text_block,"동사는 국내 민간 최초 실시간 지수 서비스를 구현한 선도적 지수 사업자로 WICS / FICS 기 준 섹터 지수, 스타일 지수, 펀더멘탈 지수, 주요 그룹주 지수, 배당 지수 등 지수 서비스 및 컨설팅을 제공하고 있다.","동사는 국내   민간   최초 실시간   지수   서비스트 구현한   선도적   지수   사업자로 WICS 1 FICS 7 준   색터   지수 ,  스타일 지수, 편너멘달   지수 , 주요 그룹주   지수 ,  배당   지수 등  지수   서비스 및 건설갈올   제공하고 있다:",0.7985611510791367,1773889171.7585652
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,4,text_block,"인덱스사업은 상품분류별로 금융상품추종지수, 벤치마크지수, 연구/컨설팅으로 구성되며 금융상 품추종지수는 ETP(ETF/ETN)가 추종하는 지수 제공 및 인덱스펀드가 추종하는 지수를 제공 하고 있다. 벤치마크지수는 맞춤형 지수 및 스타일 지수를 제공하고, 타사 지수를 실시간으로 제공하고 있다. 연구/컨설팅은 투자전략 백테스팅 및 타당성 검토 및 분석, 지수 설계, 최적화 시뮬레이션 및 운영지원을 제공하고 있다.","인텍스사업은   상품분류별로   금움상품추증지수 , 벤치마크지수 , 연구 권설팅으로 구성되며 금움상 품추증지수는 ETP (ETFIETN)가   추종하는   지수   제공 및 인텍스편드가   추종하는   지수름   제공 하고 있다: 벤치마크지수는   맛춤형   지수 및 스타일 지수름   제공하고 타사   지수름   실시간으로 제공하고  있다. 연구건설팅은 투자전락 백테스텅 및 타당성 검토  및   분석    지수   설계 ;  최적화 시물레이선 및 운영지원올   제공하고 있다:",0.8169014084507042,1773889172.0425804
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,5,text_block,"동사는 꾸준한 인덱스사업 매출액, ETP NAV(순자산가치)의 증가, 2021년 3월 종목수 기준 ETF 및 ETN 인덱스 시장점유율 및 연간수익률 등 수치로 검증된 인덱스 설계 및 개발능력을 바탕으로 5G, 2차전지 사업을 추천하는 등 인덱스분야 시장 확대에 노력을 기울이고 있다.","동사는 꾸준한 인텍스사업 매출액 , ETP  NAV (순자산가치) 의 증가   2021년 3월  종목수 기준 ETF 및 ETN 인텍스 시장점유울 및 연간수의률 등 수치로  검중문   인텍스 설계 및 개발능력올 바탕으로 5G, 2차전지   사업올 추천하는  등 인텍스분야 시장   확대에   노력올 기울이고 있다:",0.8734939759036144,1773889172.256959
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,6,table_caption,그림 5. ETF 및 ETN 인덱스 시장점유율(2020년 12월 말 기준),그림 5. ETF 및 ETN 인텍스 시장점유울(2020년 12월 말 기준),0.9512195121951219,1773889172.3130891
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,8,chart_caption,인덱스부문 매출액,인덕스부문 매출액,0.8888888888888888,1773889172.3476546
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,9,chart_footnote,단위 : 억 원,단의,0.19999999999999996,1773889172.378
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,11,chart_caption,에프앤가이드 ETP NAV,에프언가이드 ETP NAV,0.9285714285714286,1773889172.4196498
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,12,chart_footnote,단위 : 조 원,단위 : 조원,0.9333333333333333,1773889172.434513
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,14,table_caption,ETF 인덱스 시장점유율,ETF 인텍스 시장점유울,0.8461538461538461,1773889172.4531288
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,16,table_caption,ETN 인덱스 시장점유율,ETN 인덕스 시장점유울,0.8461538461538461,1773889172.4741373
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,18,table_footnote,"*출처: 동사 IR 자료(2021), NICE평가정보(주) 재구성",*출처: 동사 IR 자료(2027)   NICE평가정보(주)  재구성,0.9189189189189189,1773889172.5187826
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,19,text_block,■ 펀드평가 및 부가가치 서비스,편드평가 및 부가가치 서비스,0.875,1773889172.5651538
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,20,text_block,"동사는 방대한 펀드데이터 제공 및 신개념의 유형분류와 평가방법을 적용한 펀드분석시스템을 제공하고, 3대 연금 등 자금보유기관의 자금운용계획에서 기금운용평가까지 자금운용 종합진단 평가서비스 제공 및 자산운용성과평가 시스템 구축 등 성과평가 컨설팅을 제공하고 있다.","동사는   방대한 편드데이터 제공  및 신개념의 유형분류와   평가방법흘   적용한   편드분석시스템올 제공하고, 3대 연금 등 자금보유기관의   자금운용계 획에서 기금운용평가까지   자금운용   종합진단 평가서비스   제공 및  자산운용성 과평가   시스템  구축 등 성과평가   건설갈올   제공하고 있다:",0.8652037617554859,1773889172.7582111
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,21,text_block,"또한, 증권사의 분석보고서 발간 등 리서치센터의 업무를 지원하는 통합 시스템을 구축해주고, 금융정보를 활용한 책자 발간, 온/오프라인 교육 콘텐츠 제공 및 캠퍼스 운영 등 출판/교육사 업을 통해 금융데이터와의 시너지를 통한 다양한 부가가치 서비스를 제공하고 있다.","또한 , 증권사의   분석보고서 발간 등   리서치 센터의 업무름   지원하는   통합   시스템올   구축해주고, 금움정보지   활용하   책자 발간, 온오프라인 교육   소렌츠   제공  및 캠퍼스 운영 등 출판 교육사 업을 통해   금움데이터와의   시너지틀 통한   다양한   부가가치   서비스트   제공하고 있다:",0.8170731707317074,1773889172.9298832
CB00003_00012_04_기업보고서_기술분석보고서_기술분석 _기타서비스_에프앤가이드(064850)_종합금융정보 제공 전문기업_NICE평가정보.json,22,page_number,11,11,1.0,1773889172.955179
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",1,header,뉴프렉스(085670),뉴프렉스(085670),1.0,1773889173.0443287
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",2,title,뉴프렉스[085670],뉴프렉스085670),0.8695652173913043,1773889173.0844643
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",3,text_block,"카메라·무선충전모듈에서 전장부품, VR/AR 등으로 어플리케이션 확장 중인 FPCB 제조기업",카메라-무선충전모둘에서 전장부품 VRIAR 등으로 어플리키이선 확장 중인 FPCB 제조기업,0.8910891089108911,1773889173.1794007
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",6,text_block,"■ 카메라·무선충전모듈에서 전장부품, VR/AR 등으로 적용 제품 확장 중",카메라 무선충전모둘에서 전장부품 VRAR 등으로 적용 제품 확장 중,0.8974358974358975,1773889173.251747
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",7,text_block,"뉴프렉스(이하 동사)는 반도체, 모바일기기 등 IT 산업의 핵심부품인 연성회로기판(Flexible Printed Circuit Board, 이하 FPCB) 제조기업이다.","뉴프렉스(이하 동사) 눈 반도체 , 모바일기기 등 IT 산업의 핵심부품인 연성회로기판 (Flexible  Printed Circuit   Board 이하 FPCB) 제조기업이다.",0.9533678756476685,1773889173.4152195
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",8,text_block,"동사의 주요제품은 카메라모듈용 FPCB, 무선충전모듈용 FPCB 등이다.","동사의 주요제품은 카메라모물용 FPCB, 무선충 전모둘용 FPCB 등이다",0.925,1773889173.5201476
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",9,text_block,"동사는 2020년도부터 FPCB 사업 확장을 위해 MH(Mobility&Health Care) 사업부를 신설하여 전장부품, 전기차 배터리, 가상현실(VR)/증강현실 (AR) 등에 적용되는 FPCB 사업을 진행하며, 신규 시장 확보에 적극 대응하고 있다.","동사는 2020년도부터 FPCB 사업 확장올 위해 MH(Mobility&Health Care) 사업부흘   신설하여 전장부품 ,  전기차   배터리    가상현실 (VR) /증강현실 (AR) 등에 적용되는 FPCB 사업올 진행하다 , 신규 시장 확보에 적극 대응하고 있다.",0.9283276450511946,1773889173.7892494
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",10,text_block,■ 전방산업 및 경기 회복에 따른 FPCB의 수요증가 전망,전방산업 및 경기 회복에 따른 FPCB의 수요증가 전망,0.967741935483871,1773889173.8363883
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",11,text_block,"전 세계 카메라모듈 시장은 2020년 315억 달러에서 연평균 성장률 7.2%에 달하여 2025년에는 446억 달러에 이를 것으로 전망된다. 이는 멀티 카메라 기반 스마트폰의 확대, 자율주행차의 출현, VR/AR 기기 등으로 카메라모듈 적용 분야가 확대됨에 따른 것으로 보인다. 특히 VR/AR 기기 시장은 코로나19로 비대면 활동이 활발해지면서 성장세가 빠르게 증가하고 있다. 세계 VR 시장이 2018년 79억 달러에서 연평균 32.5% 성장하여 2025년에는 567.4억 달러에 이를 것으로 전망되면서, 전방산업의 성장에 따른 FPCB의 수요는 증가할 것으로 보인다.","전   세계 카메라모둘 시장은 2020년 315억 달러에서 연평균 성장률 7.296에 달하여 2025년에는 446억 달러에 이틀   것으로 전망된다. 이는 멀티 카메라 기반 스마트론의 확대 , 자율주행차의 출현, VRIAR 기기 등으로 카메라모둘 적용 분야가 확대되에 따른 것으로 보인다. 특히 VRIAR  기기 시장은 코로나1 9로 비대면 활동이 활발해지면서 성장세가 빠르게 증가하고 있다. 세계 VR 시장이 2018년 79억 달러에서 연평균 32.59 성장하여 2025년에는 567.4억 달러에 이틀   것으로 전망 되면서 , 전방산업의 성장에 따른 FPCB의 수요는  증가할   것으로 보인다.",0.9465648854961832,1773889174.4921408
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",12,text_block,■ 주요 경쟁사 물량 축소 및 카메라용 FPCB 외주화로 매출 회복 예상,주요 경쟁사 물량 축소 및 카메라용 FPCB 외주화로 매출 회복 예상,0.9743589743589743,1773889174.5523713
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",13,text_block,"삼성전자에 카메라모듈용 FPCB를 공급하고 있는 대덕전자는 FPCB 사업 규모를 축소하기로 결정하였으며, 삼성전기 또한 2021년부터 카메라모듈용 RF PCB의 재외주화를 선언하였다. 경쟁사의 FPCB 공급물량 축소로 동사의 올해 고객사 물량은 증가할 것으로 전망된다. 동사는 FPCB 시장 재편에 대응하여 공장 가동률을 높였으며, 2021년 생산역량은 전년 대비 30% 이상 증가하였다. 또한 베트남행 생산기지 이전을 통해 베트남 중심으로 생산역량을 집중시키며 수익성 제고가 이루어질 것으로 전망된다.","삼성전자에 카메라모물용 FPCB틀 공급하고 있는 대덕전자는 FPCB 사업 규모릎 축소하기로 결정하여으며 , 삼성 전기 또한 2021년부터 카메라모물용 RF PCB의 재외주화틀 선언하엿다. 경쟁사의 FPCB 공급물량 축소로 동사의 올해 고객사 물량은 증가할 것으로 전망되다 . 동사는 FPCB 시장 재편에 대응하여 공장 가동물올 높엿으며 2021년 생산역량은 전년 대비 3O9o 이상 증가하여다. 또한 베트님행 생산기지 이전올 통해 베트님 중심으로   생산역량올   집중시키며 수의성   제고가 이루어질 것으로 전망되다.",0.9106830122591945,1773889175.1484957
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",14,table_caption,요약 투자지표 (K-IFRS 연결기준),요약 투자지표 (K-IFRS 연결기준),1.0,1773889175.1928504
"CB00004_00002_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",16,page_number,1,,0.0,1773889175.2350843
"CB00004_00008_04_기업보고서_기술분석보고서_기술분석_IT.부품_뉴프렉스(085670)_카메라.무선충전모듈에서 전장부품, VR, AR 등으로 어플리케이션 확장 중인 FPCB 제조기업_NICE디앤비.json",1,header,뉴프렉스(085670),뉴프렉스(085670),1.0,1773889175.3167815
